video_id,rmse,mean_iou,nees,n_frames
562,107.29167135499331,0.32721762830141676,35.46572460609695,1310
521,117.97663044556705,0.1522915449080529,24.987105144411913,863
048,72.9484107840097,0.5110425695439599,6.4383087798330525,1990
412,107.70345644252072,0.2628566509843839,23.6755501007294,1923
401,93.02326891807395,0.2783220437954165,67.83459135870227,757
526,89.17983420743833,0.2563119157933419,9.457060470624922,2621
410,182.81152090163317,0.06522881488281536,16.552942275880827,1085
225,147.19771737145962,0.14699599230703267,37.617995126877325,896
404,108.75604219199792,0.13481729308914864,23.01151762172888,1000
041,70.99103325187468,0.37155185175924693,3.3313696107724518,1800
533,128.5769356993516,0.1963510446071649,24.22982354922519,866
053,77.91642842250396,0.45319534123519145,67.98530009297691,1248
514,54.10132472223001,0.5128328183454862,1.2622933657739936,1455
126,102.64156257309396,0.3145027938077422,20.672562063915045,1288
516,123.73220824310243,0.06678965644635092,16.837686262624125,1225
160,118.05244039706497,0.2337020711385966,16.56338435792666,2997
019,93.06108222489848,0.3197654405710554,10.330787187831111,1769
506,96.04963161084632,0.24297420249925342,5.885262911944358,1775
MEAN,105.11173332014779,0.2692638707786476,22.896625827104188,26868
